timestamp,x,y,z,vx,vy,vz,roll,pitch,yaw
14.719,8.99987,-9.00044,0.182462,0.00491837,0.00226173,-0.00386059,-1.14763e-05,2.44686e-05,-0.0206907
14.729,8.99986,-9.00044,0.182462,-0.0047958,-0.00222295,-0.00387423,1.15468e-05,-2.21358e-05,-0.0207052
14.739,8.99987,-9.00044,0.182462,0.00491844,0.0022616,-0.0038606,-1.14764e-05,2.44687e-05,-0.0207208
14.749,8.99986,-9.00044,0.182462,-0.00479587,-0.00222282,-0.00387424,1.15469e-05,-2.21358e-05,-0.0207352
14.759,8.99987,-9.00044,0.182462,0.00491851,0.00226147,-0.0038606,-1.14765e-05,2.44687e-05,-0.0207508
14.769,8.99986,-9.00044,0.182462,-0.00479593,-0.00222269,-0.00387425,1.1547e-05,-2.21358e-05,-0.0207652
14.779,8.99987,-9.00044,0.182462,0.00491857,0.00226134,-0.00386061,-1.14766e-05,2.44688e-05,-0.0207808
14.789,8.99986,-9.00044,0.182462,-0.004796,-0.00222256,-0.00387426,1.15471e-05,-2.21358e-05,-0.0207952
14.799,8.99987,-9.00044,0.182462,0.00491864,0.0022612,-0.00386062,-1.14766e-05,2.44688e-05,-0.0208108
14.809,8.99986,-9.00044,0.182462,-0.00479606,-0.00222243,-0.00387427,1.15472e-05,-2.21357e-05,-0.0208252
14.819,8.99987,-9.00044,0.182462,0.00491871,0.00226107,-0.00386063,-1.14767e-05,2.44689e-05,-0.0208408
14.829,8.99986,-9.00044,0.182462,-0.00479613,-0.0022223,-0.00387428,1.15473e-05,-2.21357e-05,-0.0208552
14.849,8.99986,-9.00044,0.182462,-0.00479619,-0.00222217,-0.00387429,1.15474e-05,-2.21357e-05,-0.0208852
14.859,8.99987,-9.00044,0.182462,0.00491885,0.00226081,-0.00386065,-1.14769e-05,2.4469e-05,-0.0209008
14.869,8.99986,-9.00044,0.182462,-0.00479626,-0.00222204,-0.0038743,1.15476e-05,-2.21357e-05,-0.0209152
14.879,8.99987,-9.00044,0.182462,0.00491892,0.00226067,-0.00386066,-1.1477e-05,2.4469e-05,-0.0209308
14.889,8.99986,-9.00045,0.182462,-0.00479632,-0.00222192,-0.0038743,1.15477e-05,-2.21357e-05,-0.0209452
14.899,8.99987,-9.00044,0.182462,0.00491899,0.00226054,-0.00386067,-1.14771e-05,2.44691e-05,-0.0209608
14.909,8.99986,-9.00045,0.182462,-0.00479639,-0.00222179,-0.00387431,1.15478e-05,-2.21357e-05,-0.0209752
14.919,8.99987,-9.00044,0.182462,0.00491906,0.00226041,-0.00386067,-1.14771e-05,2.44692e-05,-0.0209908
14.929,8.99986,-9.00045,0.182462,-0.00479645,-0.00222166,-0.00387432,1.15479e-05,-2.21357e-05,-0.0210053
14.939,8.99987,-9.00044,0.182462,0.00491913,0.00226028,-0.00386068,-1.14772e-05,2.44692e-05,-0.0210209
14.949,8.99986,-9.00045,0.182462,-0.00479652,-0.00222153,-0.00387433,1.1548e-05,-2.21357e-05,-0.0210353
14.959,8.99987,-9.00044,0.182462,0.0049192,0.00226014,-0.00386069,-1.14773e-05,2.44693e-05,-0.0210509
