timestamp,x,y,z,vx,vy,vz,roll,pitch,yaw
14.867,-5,5.24042,1,0,-0.653327,0,0,-0,0
14.867,-5,5.23977,1,0,-0.653327,0,0,-0,0
14.867,-5,5.23912,1,0,-0.653327,0,0,-0,0
14.867,-5,5.23846,1,0,-0.653327,0,0,-0,0
14.867,-5,5.23781,1,0,-0.653327,0,0,-0,0
14.867,-5,5.23716,1,0,-0.653327,0,0,-0,0
14.867,-5,5.2365,1,0,-0.653327,0,0,-0,0
14.867,-5,5.23585,1,0,-0.653327,0,0,-0,0
14.867,-5,5.2352,1,0,-0.653327,0,0,-0,0
14.867,-5,5.23454,1,0,-0.653327,0,0,-0,0
14.967,-5,5.18133,1,0,-0.601015,0,0,-0,0
14.967,-5,5.18073,1,0,-0.601015,0,0,-0,0
14.967,-5,5.18013,1,0,-0.601015,0,0,-0,0
14.967,-5,5.17953,1,0,-0.576444,0,0,-0,0
14.967,-5,5.17895,1,0,-0.576444,0,0,-0,0
14.967,-5,5.17838,1,0,-0.576444,0,0,-0,0
14.967,-5,5.1778,1,0,-0.576444,0,0,-0,0
14.967,-5,5.17722,1,0,-0.576444,0,0,-0,0
14.967,-5,5.17665,1,0,-0.576444,0,0,-0,0
14.967,-5,5.17607,1,0,-0.576444,0,0,-0,0
15.067,-5,5.12776,1,0,-0.520956,0,0,-0,0
15.067,-5,5.12724,1,0,-0.520956,0,0,-0,0
15.071,-5,5.12672,1,0,-0.520956,0,0,-0,0
15.071,-5,5.1262,1,0,-0.520956,0,0,-0,0
15.071,-5,5.12568,1,0,-0.520956,0,0,-0,0
15.071,-5,5.12516,1,0,-0.520956,0,0,-0,0
15.071,-5,5.12463,1,0,-0.520956,0,0,-0,0
15.071,-5,5.12411,1,0,-0.520956,0,0,-0,0
15.071,-5,5.12359,1,0,-0.520956,0,0,-0,0
15.073,-5,5.12307,1,0,-0.520956,0,0,-0,0
15.171,-5,5.07619,1,0,-0.468128,0,0,-0,0
15.171,-5,5.07573,1,0,-0.468128,0,0,-0,0
15.171,-5,5.07526,1,0,-0.468128,0,0,-0,0
15.171,-5,5.07479,1,0,-0.468128,0,0,-0,0
15.171,-5,5.07432,1,0,-0.438178,0,0,-0,0
15.171,-5,5.07257,1,0,-0.438178,0,0,-0,0
15.171,-5,5.07213,1,0,-0.438178,0,0,-0,0
15.171,-5,5.07169,1,0,-0.438178,0,0,-0,0
15.171,-5,5.07126,1,0,-0.438178,0,0,-0,0
15.171,-5,5.07082,1,0,-0.438178,0,0,-0,0
15.274,-5,5.03438,1,0,-0.36792,0,0,-0,0
15.274,-5,5.03401,1,0,-0.36792,0,0,-0,0
15.274,-5,5.03364,1,0,-0.36792,0,0,-0,0
15.274,-5,5.03327,1,0,-0.36792,0,0,-0,0
15.274,-5,5.0329,1,0,-0.36792,0,0,-0,0
15.274,-5,5.03254,1,0,-0.36792,0,0,-0,0
15.274,-5,5.03217,1,0,-0.36792,0,0,-0,0
15.274,-5,5.0318,1,0,-0.36792,0,0,-0,0
15.274,-5,5.03143,1,0,-0.36792,0,0,-0,0
15.274,-5,5.03106,1,0,-0.36792,0,0,-0,0
15.377,-5,4.9996,1,0,-0.303125,0,0,-0,0
15.377,-5,4.9993,1,0,-0.303125,0,0,-0,0
15.377,-5,4.999,1,0,-0.303125,0,0,-0,0
15.377,-5,4.99869,1,0,-0.303125,0,0,-0,0
15.377,-5,4.99839,1,0,-0.303125,0,0,-0,0
15.377,-5,4.99809,1,0,-0.303125,0,0,-0,0
15.377,-5,4.99778,1,0,-0.303125,0,0,-0,0
15.377,-5,4.99748,1,0,-0.303125,0,0,-0,0
15.377,-5,4.99718,1,0,-0.303125,0,0,-0,0
15.377,-5,4.99688,1,0,-0.303125,0,0,-0,0
15.474,-5,4.97055,1,0,-0.215858,0,0,-0,0
15.474,-5,4.97034,1,0,-0.215858,0,0,-0,0
15.474,-5,4.97012,1,0,-0.215858,0,0,-0,0
15.474,-5,4.96991,1,0,-0.215858,0,0,-0,0
15.474,-5,4.96969,1,0,-0.215858,0,0,-0,0
15.474,-5,4.96948,1,0,-0.215858,0,0,-0,0
15.474,-5,4.96926,1,0,-0.215858,0,0,-0,0
15.474,-5,4.96904,1,0,-0.215858,0,0,-0,0
15.474,-5,4.96883,1,0,-0.215858,0,0,-0,0
15.474,-5,4.96861,1,0,-0.215858,0,0,-0,0
15.576,-5,4.95309,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95278,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95263,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95187,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95172,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95157,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95141,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95126,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95111,1,0,-0.152177,0,0,-0,0
15.576,-5,4.95096,1,0,-0.152177,0,0,-0,0
15.671,-5,4.94268,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.94261,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.94254,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.94246,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.94239,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.94232,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.94224,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.94217,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.9421,1,0,-0.0727064,0,0,-0,0
15.671,-5,4.94203,1,0,-0.0727064,0,0,-0,0
15.769,-5,4.9394,1,0,0.00642934,0,0,-0,0
15.769,-5,4.9394,1,0,0.00642934,0,0,-0,0
15.769,-5,4.93941,1,0,0.00642934,0,0,-0,0
15.769,-5,4.93942,1,0,0.00642934,0,0,-0,0
15.769,-5,4.93942,1,0,0.00642934,0,0,-0,0
15.769,-5,4.93943,1,0,0.00642934,0,0,-0,0
15.769,-5,4.93944,1,0,0.00642934,0,0,-0,0
15.769,-5,4.93944,1,0,0.00642934,0,0,-0,0
15.769,-5,4.93945,1,0,0.00642934,0,0,-0,0
15.769,-5,4.93946,1,0,0.00642934,0,0,-0,0
15.88,-5,4.94446,1,0,0.103842,0,0,-0,0
15.88,-5,4.94456,1,0,0.103842,0,0,-0,0
15.88,-5,4.94466,1,0,0.103842,0,0,-0,0
15.88,-5,4.94477,1,0,0.103842,0,0,-0,0
15.88,-5,4.94487,1,0,0.103842,0,0,-0,0
15.88,-5,4.94498,1,0,0.103842,0,0,-0,0
15.88,-5,4.94549,1,0,0.103842,0,0,-0,0
15.88,-5,4.9456,1,0,0.103842,0,0,-0,0
15.88,-5,4.9457,1,0,0.103842,0,0,-0,0
15.88,-5,4.94581,1,0,0.103842,0,0,-0,0
15.978,-5,4.95936,1,0,0.181419,0,0,-0,0
15.978,-5,4.95954,1,0,0.181419,0,0,-0,0
15.978,-5,4.95972,1,0,0.181419,0,0,-0,0
15.978,-5,4.95991,1,0,0.181419,0,0,-0,0
15.978,-5,4.96009,1,0,0.181419,0,0,-0,0
15.978,-5,4.96027,1,0,0.181419,0,0,-0,0
15.978,-5,4.96045,1,0,0.181419,0,0,-0,0
15.978,-5,4.96063,1,0,0.181419,0,0,-0,0
15.978,-5,4.96081,1,0,0.181419,0,0,-0,0
15.978,-5,4.96099,1,0,0.181419,0,0,-0,0
16.077,-5,4.97866,1,0,0.262517,0,0,-0,0
16.077,-5,4.97893,1,0,0.262517,0,0,-0,0
16.077,-5,4.97971,1,0,0.262517,0,0,-0,0
16.077,-5,4.97998,1,0,0.262517,0,0,-0,0
16.077,-5,4.98103,1,0,0.262517,0,0,-0,0
16.077,-5,4.98129,1,0,0.262517,0,0,-0,0
16.077,-5,4.98155,1,0,0.262517,0,0,-0,0
16.077,-5,4.98181,1,0,0.262517,0,0,-0,0
16.077,-5,4.98208,1,0,0.262517,0,0,-0,0
16.077,-5,4.98234,1,0,0.262517,0,0,-0,0
16.173,-5,5.0093,1,0,0.323692,0,0,-0,0
16.173,-5,5.00962,1,0,0.323692,0,0,-0,0
16.173,-5,5.00995,1,0,0.323692,0,0,-0,0
16.173,-5,5.01027,1,0,0.323692,0,0,-0,0
16.173,-5,5.01059,1,0,0.323692,0,0,-0,0
16.173,-5,5.01092,1,0,0.323692,0,0,-0,0
16.173,-5,5.01124,1,0,0.323692,0,0,-0,0
16.173,-5,5.01156,1,0,0.323692,0,0,-0,0
16.173,-5,5.01189,1,0,0.323692,0,0,-0,0
16.173,-5,5.01221,1,0,0.323692,0,0,-0,0
16.269,-5,5.04384,1,0,0.410707,0,0,-0,0
