timestamp,x,y,z,vx,vy,vz,roll,pitch,yaw
14.667,-9.00013,-9.00044,0.182466,-0.0038792,-0.00151681,0.00412511,-1.87642e-06,3.31809e-06,-0.020842
14.677,-9.00014,-9.00044,0.182466,0.00371531,0.00134617,0.00360972,2.48917e-06,-1.39391e-06,-0.0208571
14.687,-9.00013,-9.00044,0.182466,-0.00387925,-0.00151672,0.00412512,-1.87638e-06,3.3181e-06,-0.0208721
14.697,-9.00014,-9.00044,0.182466,0.00371536,0.00134608,0.00360972,2.48917e-06,-1.39387e-06,-0.0208871
14.707,-9.00013,-9.00044,0.182466,-0.00387931,-0.00151663,0.00412514,-1.87635e-06,3.31811e-06,-0.0209021
14.717,-9.00014,-9.00044,0.182466,0.00371541,0.00134599,0.00360972,2.48917e-06,-1.39382e-06,-0.0209171
14.727,-9.00014,-9.00044,0.182466,-0.00387936,-0.00151653,0.00412515,-1.87632e-06,3.31812e-06,-0.0209321
14.737,-9.00014,-9.00044,0.182466,0.00371546,0.0013459,0.00360973,2.48916e-06,-1.39378e-06,-0.0209471
14.747,-9.00014,-9.00044,0.182466,-0.00387942,-0.00151644,0.00412516,-1.87628e-06,3.31812e-06,-0.0209621
14.777,-9.00014,-9.00045,0.182466,0.00371555,0.00134572,0.00360974,2.48916e-06,-1.39369e-06,-0.0210072
14.787,-9.00014,-9.00045,0.182466,-0.00387953,-0.00151625,0.00412519,-1.87621e-06,3.31814e-06,-0.0210221
14.797,-9.00014,-9.00045,0.182466,0.0037156,0.00134563,0.00360974,2.48916e-06,-1.39365e-06,-0.0210372
14.807,-9.00014,-9.00045,0.182466,-0.00387959,-0.00151616,0.0041252,-1.87618e-06,3.31814e-06,-0.0210521
14.817,-9.00014,-9.00045,0.182466,0.00371565,0.00134554,0.00360974,2.48916e-06,-1.3936e-06,-0.0210672
14.827,-9.00014,-9.00045,0.182466,-0.00387964,-0.00151607,0.00412522,-1.87614e-06,3.31815e-06,-0.0210821
14.837,-9.00014,-9.00045,0.182466,0.0037157,0.00134544,0.00360975,2.48915e-06,-1.39356e-06,-0.0210972
14.847,-9.00014,-9.00045,0.182466,-0.0038797,-0.00151598,0.00412523,-1.87611e-06,3.31816e-06,-0.0211121
14.857,-9.00014,-9.00045,0.182466,0.00371575,0.00134535,0.00360975,2.48915e-06,-1.39351e-06,-0.0211272
14.867,-9.00014,-9.00045,0.182466,-0.00387975,-0.00151588,0.00412525,-1.87607e-06,3.31817e-06,-0.0211421
14.877,-9.00014,-9.00045,0.182466,0.0037158,0.00134526,0.00360976,2.48915e-06,-1.39347e-06,-0.0211572
